AMKA,first_name,last_name,date_of_birth,email,phone_number,hire_date,staff_type
93113253269,Anastasia,Alexiou,1983-01-24,anastasia.alexiou@ygeiopolis.gr,6996843645,2023-04-01,Doctor
44210175096,Fotios,Papadopoulos,1992-10-15,fotios.papadopoulos@ygeiopolis.gr,6970159591,2021-05-20,Doctor
75757475833,Nikoletta,Spanou,1970-01-12,nikoletta.spanou@ygeiopolis.gr,6920567756,2020-03-14,Doctor
26602562650,Ioanna,Chatzidaki,1976-11-21,ioanna.chatzidaki@ygeiopolis.gr,6922923106,2020-04-18,Doctor
30762484337,Athanasios,Lazaridis,1969-02-25,athanasios.lazaridis@ygeiopolis.gr,6976627051,2015-10-02,Doctor
94238736704,Alexandra,Papageorgiou,1968-01-18,alexandra.papageorgiou@ygeiopolis.gr,6925496919,2016-06-14,Doctor
25971075633,Vasiliki,Michailidi,1981-09-28,vasiliki.michailidi@ygeiopolis.gr,6935748595,2022-10-31,Doctor
93993379705,Georgios,Spanos,1973-06-15,georgios.spanos@ygeiopolis.gr,6916295187,2020-03-10,Doctor
63425073305,Katerina,Eleftheriadi,1980-05-25,katerina.eleftheriadi@ygeiopolis.gr,6997824575,2021-10-13,Doctor
91403884366,Vasilis,Lamprou,1995-11-20,vasilis.lamprou@ygeiopolis.gr,6944324006,2015-11-19,Doctor
76829751474,Ioanna,Chatzidaki,1987-07-03,ioanna.chatzidaki1@ygeiopolis.gr,6997429250,2016-05-22,Doctor
75256806562,Sotiris,Kalligas,1981-09-21,sotiris.kalligas@ygeiopolis.gr,6990459908,2015-08-17,Doctor
12218231555,Anastasios,Nikolaidis,1992-09-25,anastasios.nikolaidis@ygeiopolis.gr,6965176808,2019-09-02,Doctor
81372143308,Alexandra,Chatzidaki,1995-04-16,alexandra.chatzidaki@ygeiopolis.gr,6903700332,2016-07-17,Doctor
60847068103,Vasiliki,Antoniou,1969-12-03,vasiliki.antoniou@ygeiopolis.gr,6903397051,2021-07-10,Doctor
63280944858,Despoina,Papanikolaou,1978-12-14,despoina.papanikolaou@ygeiopolis.gr,6923945354,2019-05-28,Doctor
07986321061,Eleftherios,Eleftheriadis,1987-02-25,eleftherios.eleftheriadis@ygeiopolis.gr,6939439457,2015-08-11,Doctor
80403253765,Evangelos,Makris,1975-11-02,evangelos.makris@ygeiopolis.gr,6969277894,2023-12-01,Doctor
10090040476,Panagiotis,Tsoukalas,1970-11-22,panagiotis.tsoukalas1@ygeiopolis.gr,6921053365,2015-11-08,Doctor
40142473107,Theodora,Vlachopoulou,1988-07-17,theodora.vlachopoulou@ygeiopolis.gr,6901137984,2018-01-11,Doctor
23166007676,Charalampos,Nikolaidis,1988-07-10,charalampos.nikolaidis@ygeiopolis.gr,6909014473,2023-12-29,Doctor
33700968730,Maria,Vasileiou,1983-07-10,maria.vasileiou@ygeiopolis.gr,6951957782,2019-03-09,Doctor
82556296575,Nikoletta,Kalliga,1983-04-04,nikoletta.kalliga@ygeiopolis.gr,6927865619,2017-11-03,Doctor
77820582958,Ilias,Tsakalidis,1967-12-29,ilias.tsakalidis@ygeiopolis.gr,6929236161,2020-08-15,Doctor
90482357155,Fotios,Dimitriou,1971-10-10,fotios.dimitriou@ygeiopolis.gr,6968639561,2017-07-13,Doctor
08172143643,Anastasia,Stamatiou,1972-01-24,anastasia.stamatiou@ygeiopolis.gr,6913000413,2017-01-30,Doctor
71656094565,Panagiotis,Athanasiou,1987-01-09,panagiotis.athanasiou@ygeiopolis.gr,6946997990,2022-08-13,Doctor
55047681699,Eleni,Karagianni,1980-08-17,eleni.karagianni@ygeiopolis.gr,6970607174,2021-02-05,Doctor
17653970548,Alexandros,Christodoulou,1976-02-19,alexandros.christodoulou@ygeiopolis.gr,6939610290,2020-09-04,Doctor
27496804918,Katerina,Papadimitriou,1974-05-06,katerina.papadimitriou@ygeiopolis.gr,6927420495,2019-10-14,Doctor
37730626042,Michalis,Nikolaidis,1986-05-09,michalis.nikolaidis@ygeiopolis.gr,6959737112,2016-07-24,Doctor
75608581670,Nikos,Eleftheriadis,1983-11-12,nikos.eleftheriadis@ygeiopolis.gr,6968611145,2020-04-28,Doctor
21021923785,Despoina,Christodoulou,1971-05-17,despoina.christodoulou@ygeiopolis.gr,6947129618,2015-06-12,Doctor
42605080184,Vasilis,Chatzidakis,1970-02-08,vasilis.chatzidakis@ygeiopolis.gr,6980425373,2017-02-11,Doctor
31268812282,Athina,Papageorgiou,1993-04-28,athina.papageorgiou@ygeiopolis.gr,6978192365,2017-07-12,Doctor
60560356793,Theodora,Archontopoulou,1990-08-30,theodora.archontopoulou@ygeiopolis.gr,6979862398,2018-03-24,Doctor
69061812054,Pinelopi,Nikolaidi,1978-09-25,pinelopi.nikolaidi@ygeiopolis.gr,6947548954,2020-04-08,Doctor
89992751758,Eirini,Diamanti,1973-03-08,eirini.diamanti@ygeiopolis.gr,6991444498,2017-07-22,Doctor
39354358644,Aggeliki,Spanou,1969-07-24,aggeliki.spanou@ygeiopolis.gr,6963924358,2021-03-14,Doctor
98214339527,Christina,Bakogianni,1979-07-22,christina.bakogianni@ygeiopolis.gr,6936749785,2016-08-22,Doctor
41686013477,Foteini,Nikolaidi,1971-09-04,foteini.nikolaidi@ygeiopolis.gr,6994896340,2019-10-18,Doctor
76651221500,Foteini,Dimitriou,1993-03-22,foteini.dimitriou@ygeiopolis.gr,6941884216,2017-04-19,Doctor
15944633399,Konstantinos,Papadopoulos,1970-10-12,konstantinos.papadopoulos@ygeiopolis.gr,6948532089,2018-07-21,Doctor
38902199471,Spyros,Antoniou,1992-01-31,spyros.antoniou@ygeiopolis.gr,6936337922,2017-06-21,Doctor
34699673311,Sofia,Papadopoulou,1978-01-18,sofia.papadopoulou@ygeiopolis.gr,6977269608,2023-07-31,Doctor
68550789679,Christina,Karagianni,1987-02-27,christina.karagianni@ygeiopolis.gr,6952196263,2017-06-11,Doctor
43436970931,Paraskevi,Petridi,1976-02-02,paraskevi.petridi@ygeiopolis.gr,6906955607,2019-11-23,Doctor
16453454722,Aggeliki,Triantafyllou,1986-07-18,aggeliki.triantafyllou@ygeiopolis.gr,6998983065,2015-07-16,Doctor
19804184724,Alexandros,Papanikolaou,1990-01-08,alexandros.papanikolaou@ygeiopolis.gr,6964236428,2015-10-01,Doctor
09248762303,Alexandros,Tsoukalas,1969-05-05,alexandros.tsoukalas@ygeiopolis.gr,6911142817,2021-03-16,Doctor
28230524808,Nikoletta,Oikonomidi,1973-09-29,nikoletta.oikonomidi@ygeiopolis.gr,6906220722,2017-09-17,Doctor
73721329016,Elisavet,Vasileiou,1990-04-12,elisavet.vasileiou@ygeiopolis.gr,6904787688,2023-02-22,Doctor
78599648628,Ariadni,Oikonomou,1973-12-16,ariadni.oikonomou@ygeiopolis.gr,6920319541,2021-10-11,Doctor
45057303627,Eirini,Antoniou,1969-11-21,eirini.antoniou@ygeiopolis.gr,6924632037,2017-11-01,Doctor
75372603214,Eirini,Bakogianni,1979-08-06,eirini.bakogianni@ygeiopolis.gr,6905766194,2018-12-24,Doctor
15534820128,Eleni,Papageorgiou,1984-04-12,eleni.papageorgiou1@ygeiopolis.gr,6900838507,2019-07-11,Doctor
75954508917,Olympia,Tsoukala,1974-07-04,olympia.tsoukala@ygeiopolis.gr,6968089812,2024-04-01,Doctor
42231964630,Vasiliki,Eleftheriadi,1994-05-26,vasiliki.eleftheriadi@ygeiopolis.gr,6940236936,2023-12-19,Doctor
94301204713,Aristeidis,Kalligas,1975-05-15,aristeidis.kalligas@ygeiopolis.gr,6927117595,2020-04-04,Doctor
85582984933,Elisavet,Kalliga,1995-05-18,elisavet.kalliga@ygeiopolis.gr,6967458476,2015-07-30,Doctor
12833372188,Olympia,Athanasiou,1980-02-03,olympia.athanasiou@ygeiopolis.gr,6966695413,2016-10-27,Doctor
50666267055,Aggeliki,Nikolaidi,1991-01-26,aggeliki.nikolaidi@ygeiopolis.gr,6943776936,2019-10-28,Doctor
92529596111,Eleftherios,Christodoulou,1992-09-06,eleftherios.christodoulou@ygeiopolis.gr,6902867120,2015-01-09,Doctor
24559102451,Dimitra,Angelopoulou,1994-08-17,dimitra.angelopoulou@ygeiopolis.gr,6991090326,2024-03-29,Doctor
94981942179,Sofia,Vasileiou,1984-09-17,sofia.vasileiou@ygeiopolis.gr,6928179340,2019-05-31,Doctor
77584466345,Margarita,Papanikolaou,1986-12-06,margarita.papanikolaou@ygeiopolis.gr,6937220109,2016-04-27,Doctor
22145593766,Christos,Eleftheriadis,1990-11-16,christos.eleftheriadis@ygeiopolis.gr,6989437052,2019-05-20,Doctor
00462776572,Leonidas,Nikolaidis,1981-09-16,leonidas.nikolaidis@ygeiopolis.gr,6965920246,2016-01-17,Doctor
20238974326,Ariadni,Lazaridi,1994-08-26,ariadni.lazaridi@ygeiopolis.gr,6905595501,2020-05-31,Doctor
58486899936,Ioannis,Chatzidakis,1994-08-10,ioannis.chatzidakis@ygeiopolis.gr,6979848704,2018-09-24,Doctor
17679935937,Pavlos,Diamantis,1984-07-02,pavlos.diamantis@ygeiopolis.gr,6940394640,2020-12-13,Doctor
73606014886,Dimitris,Panagiotidis,1995-08-23,dimitris.panagiotidis@ygeiopolis.gr,6984907938,2022-06-01,Doctor
36852830615,Pinelopi,Konstantinidi,1967-05-12,pinelopi.konstantinidi@ygeiopolis.gr,6937012424,2022-07-14,Doctor
63251448811,Theodora,Papanikolaou,1989-05-25,theodora.papanikolaou@ygeiopolis.gr,6910314217,2018-10-14,Doctor
78179415152,Grigoris,Alexiou,1978-12-22,grigoris.alexiou@ygeiopolis.gr,6938409112,2016-08-20,Doctor
83750566186,Dimitra,Oikonomou,1986-11-06,dimitra.oikonomou@ygeiopolis.gr,6923979137,2021-04-02,Doctor
53007309505,Eirini,Spanou,1967-04-11,eirini.spanou@ygeiopolis.gr,6956057121,2021-09-01,Doctor
78851905348,Georgios,Papageorgiou,1977-04-13,georgios.papageorgiou@ygeiopolis.gr,6940104246,2016-09-18,Doctor
18517446004,Vasiliki,Sidiropoulou,1981-09-03,vasiliki.sidiropoulou@ygeiopolis.gr,6921289915,2016-04-09,Doctor
51293913044,Evangelos,Lazaridis,1971-09-11,evangelos.lazaridis@ygeiopolis.gr,6981898484,2016-02-16,Doctor
46154021190,Pinelopi,Angelopoulou,1991-08-01,pinelopi.angelopoulou@ygeiopolis.gr,6970756814,2016-10-12,Doctor
22910732283,Alexandros,Lazaridis,1978-01-28,alexandros.lazaridis@ygeiopolis.gr,6908493783,2015-09-01,Doctor
63845269694,Christina,Tsoukala,1984-04-16,christina.tsoukala@ygeiopolis.gr,6939164970,2016-04-14,Doctor
42929132033,Elisavet,Stamatiou,1994-04-15,elisavet.stamatiou@ygeiopolis.gr,6916234190,2022-04-23,Doctor
61537221556,Andreas,Papadopoulos,1979-05-21,andreas.papadopoulos@ygeiopolis.gr,6984732365,2017-02-09,Doctor
46040672007,Anastasios,Karagiannis,1972-11-09,anastasios.karagiannis@ygeiopolis.gr,6943614244,2016-12-26,Doctor
78197543734,Pinelopi,Papadopoulou,1974-12-26,pinelopi.papadopoulou@ygeiopolis.gr,6964273720,2023-10-05,Doctor
38821458414,Anastasios,Antoniou,1966-11-05,anastasios.antoniou@ygeiopolis.gr,6984601913,2018-03-04,Doctor
89982780205,Olympia,Christodoulou,1971-07-13,olympia.christodoulou@ygeiopolis.gr,6969507321,2023-03-20,Doctor
44936999516,Nikoletta,Triantafyllou,1975-03-18,nikoletta.triantafyllou@ygeiopolis.gr,6993350557,2023-07-06,Doctor
73680119236,Antonis,Lazaridis,1994-05-29,antonis.lazaridis@ygeiopolis.gr,6937681187,2023-01-21,Doctor
35104096149,Petros,Makris,1976-03-12,petros.makris@ygeiopolis.gr,6931539114,2023-11-15,Doctor
48207365118,Dimitris,Papageorgiou,1970-03-25,dimitris.papageorgiou@ygeiopolis.gr,6939406557,2021-03-28,Doctor
90432230233,Nikos,Dimitriou,1987-07-05,nikos.dimitriou@ygeiopolis.gr,6924707392,2015-05-09,Doctor
46212760250,Ioannis,Michailidis,1972-06-18,ioannis.michailidis@ygeiopolis.gr,6926112312,2019-08-28,Doctor
24888995729,Aristeidis,Panagiotidis,1972-06-21,aristeidis.panagiotidis@ygeiopolis.gr,6993762974,2018-07-17,Doctor
03646871912,Foteini,Makri,1993-12-17,foteini.makri@ygeiopolis.gr,6938187692,2015-08-05,Doctor
23089813881,Antonis,Panagiotidis,1981-02-28,antonis.panagiotidis@ygeiopolis.gr,6988144582,2024-04-14,Doctor
73231829716,Dimitris,Triantafyllou,1967-12-10,dimitris.triantafyllou@ygeiopolis.gr,6981572450,2015-05-16,Doctor
01529113717,Nikos,Vlachopoulos,1972-03-12,nikos.vlachopoulos@ygeiopolis.gr,6950902556,2022-07-16,Doctor
44218299874,Grigoris,Ioannidis,1974-05-06,grigoris.ioannidis@ygeiopolis.gr,6981224890,2018-07-10,Doctor
86700900436,Athina,Angelopoulou,1980-11-18,athina.angelopoulou@ygeiopolis.gr,6951584826,2019-03-28,Doctor
24835505429,Stefanos,Sidiropoulos,1979-07-16,stefanos.sidiropoulos@ygeiopolis.gr,6908070633,2019-08-08,Doctor
09822104016,Foteini,Tsakalidi,1985-01-12,foteini.tsakalidi@ygeiopolis.gr,6981880442,2021-02-20,Doctor
83638164321,Athina,Christodoulou,1990-01-10,athina.christodoulou@ygeiopolis.gr,6969428946,2018-05-03,Doctor
62586314417,Nikos,Christodoulou,1994-07-18,nikos.christodoulou@ygeiopolis.gr,6964625540,2017-02-03,Doctor
55824301764,Olympia,Panagiotidi,1977-12-06,olympia.panagiotidi@ygeiopolis.gr,6944898803,2023-03-13,Doctor
88824527905,Markos,Christodoulou,1994-09-09,markos.christodoulou@ygeiopolis.gr,6940433335,2017-03-06,Doctor
16321119787,Elisavet,Spanou,1990-10-28,elisavet.spanou@ygeiopolis.gr,6980933913,2020-07-10,Doctor
53060119875,Georgios,Petridis,1978-11-29,georgios.petridis@ygeiopolis.gr,6917868800,2017-01-27,Doctor
91561829803,Nikos,Vlachopoulos,1979-06-14,nikos.vlachopoulos1@ygeiopolis.gr,6957744916,2015-01-13,Doctor
95201491189,Emmanouil,Michailidis,1983-07-05,emmanouil.michailidis@ygeiopolis.gr,6918433687,2018-11-05,Doctor
32239982137,Georgios,Sidiropoulos,1984-01-15,georgios.sidiropoulos@ygeiopolis.gr,6955611404,2016-06-16,Doctor
50537666081,Nikoletta,Angelopoulou,1991-02-24,nikoletta.angelopoulou@ygeiopolis.gr,6926003083,2019-01-19,Doctor
10627153123,Eirini,Lamprou,1984-12-24,eirini.lamprou@ygeiopolis.gr,6955068826,2021-06-01,Doctor
68293844013,Anastasios,Karagiannis,1982-09-27,anastasios.karagiannis1@ygeiopolis.gr,6980873543,2020-05-07,Doctor
33591015709,Pavlos,Angelopoulos,1994-03-30,pavlos.angelopoulos@ygeiopolis.gr,6985991449,2017-01-14,Doctor
92699969964,Kyriakos,Athanasiou,1971-08-01,kyriakos.athanasiou@ygeiopolis.gr,6999718428,2023-10-15,Doctor
93259140849,Elisavet,Antoniou,1968-08-13,elisavet.antoniou@ygeiopolis.gr,6932312342,2023-09-15,Doctor
80690872617,Eirini,Chronopoulou,1977-08-21,eirini.chronopoulou@ygeiopolis.gr,6907234838,2021-10-21,Doctor
53828040561,Sotiris,Lamprou,1989-12-25,sotiris.lamprou@ygeiopolis.gr,6999650826,2021-08-15,Doctor
64186965613,Kalliopi,Chatzidaki,1995-09-15,kalliopi.chatzidaki@ygeiopolis.gr,6987612385,2021-05-29,Doctor
43468239484,Aggeliki,Konstantinidi,1968-04-16,aggeliki.konstantinidi@ygeiopolis.gr,6900273008,2019-11-14,Doctor
10168311395,Aggeliki,Antoniou,1995-03-26,aggeliki.antoniou@ygeiopolis.gr,6901680941,2018-04-15,Doctor
76283976205,Sotiris,Archontopoulos,1986-06-26,sotiris.archontopoulos1@ygeiopolis.gr,6944077794,2019-05-20,Doctor
26629250817,Konstantinos,Eleftheriadis,1968-04-27,konstantinos.eleftheriadis@ygeiopolis.gr,6976029914,2015-04-04,Doctor
84133373125,Aggeliki,Oikonomou,1980-04-27,aggeliki.oikonomou@ygeiopolis.gr,6923561781,2020-03-16,Doctor
11920613638,Ioannis,Papanikolaou,1982-02-13,ioannis.papanikolaou@ygeiopolis.gr,6927789561,2017-02-18,Doctor
84449029502,Kyriakos,Nikolaidis,1978-08-18,kyriakos.nikolaidis@ygeiopolis.gr,6948016440,2017-08-26,Doctor
16781277822,Christina,Athanasiou,1993-01-01,christina.athanasiou@ygeiopolis.gr,6902179821,2022-01-17,Doctor
62985797363,Evangelos,Oikonomou,1972-03-07,evangelos.oikonomou@ygeiopolis.gr,6931828560,2018-10-18,Doctor
79866177067,Kyriakos,Vlachopoulos,1985-10-16,kyriakos.vlachopoulos@ygeiopolis.gr,6968205068,2016-08-11,Doctor
35521650587,Spyros,Oikonomidis,1991-09-02,spyros.oikonomidis@ygeiopolis.gr,6946921821,2021-05-26,Doctor
67908984369,Sotiris,Chronopoulos,1969-01-21,sotiris.chronopoulos@ygeiopolis.gr,6984802205,2023-12-15,Doctor
69484249598,Petros,Alexiou,1971-07-18,petros.alexiou@ygeiopolis.gr,6911457887,2024-02-01,Doctor
52386767382,Kyriakos,Georgiou,1995-03-14,kyriakos.georgiou@ygeiopolis.gr,6997461917,2020-07-20,Doctor
29968722589,Eirini,Alexiou,1987-07-30,eirini.alexiou@ygeiopolis.gr,6970858062,2022-08-26,Doctor
40566957900,Markos,Archontopoulos,1990-10-10,markos.archontopoulos@ygeiopolis.gr,6924825544,2017-01-17,Doctor
63259423289,Ioanna,Diamanti,1984-04-18,ioanna.diamanti@ygeiopolis.gr,6963389156,2016-11-04,Doctor
28572562926,Katerina,Spanou,1969-12-12,katerina.spanou@ygeiopolis.gr,6933589513,2020-08-28,Doctor
50784685095,Emmanouil,Michailidis,1974-06-30,emmanouil.michailidis1@ygeiopolis.gr,6944303491,2022-07-29,Doctor
97203859340,Andreas,Papageorgiou,1992-07-07,andreas.papageorgiou@ygeiopolis.gr,6953641547,2016-03-16,Doctor
31325936781,Xanthi,Spanou,1985-09-10,xanthi.spanou@ygeiopolis.gr,6967500942,2022-10-26,Doctor
05276981987,Eleftherios,Georgiou,1971-03-10,eleftherios.georgiou@ygeiopolis.gr,6909270452,2017-08-20,Doctor
25866059867,Eirini,Papanikolaou,1972-03-14,eirini.papanikolaou@ygeiopolis.gr,6974422758,2018-10-13,Doctor
96559428249,Kalliopi,Lazaridi,1991-01-19,kalliopi.lazaridi@ygeiopolis.gr,6916502000,2016-09-30,Doctor
93132155130,Paraskevi,Panagiotidi,1981-11-03,paraskevi.panagiotidi@ygeiopolis.gr,6957083682,2022-08-25,Doctor
48896699727,Eleftherios,Karamanlis,1986-05-31,eleftherios.karamanlis@ygeiopolis.gr,6967746202,2019-02-09,Doctor
31832812312,Markos,Ioannidis,1987-05-25,markos.ioannidis@ygeiopolis.gr,6992049106,2023-04-13,Doctor
36472387508,Alexandros,Oikonomou,1988-12-20,alexandros.oikonomou@ygeiopolis.gr,6976817225,2020-05-20,Doctor
58472629052,Vasiliki,Athanasiou,1968-08-16,vasiliki.athanasiou@ygeiopolis.gr,6918768316,2015-08-06,Doctor
72173373992,Kyriakos,Konstantinidis,1995-01-23,kyriakos.konstantinidis@ygeiopolis.gr,6952229993,2023-04-24,Doctor
16591438823,Ariadni,Papanikolaou,1988-11-26,ariadni.papanikolaou@ygeiopolis.gr,6955398358,2018-06-15,Doctor
77732643095,Theodora,Konstantinidi,1984-08-31,theodora.konstantinidi@ygeiopolis.gr,6949791279,2024-04-01,Doctor
92712053978,Maria,Oikonomidi,1974-01-18,maria.oikonomidi@ygeiopolis.gr,6913752988,2017-09-22,Doctor
12560832004,Michalis,Vlachopoulos,1971-07-07,michalis.vlachopoulos@ygeiopolis.gr,6979788897,2018-12-01,Doctor
52386003044,Markos,Papadimitriou,1985-10-10,markos.papadimitriou@ygeiopolis.gr,6961995171,2018-11-21,Doctor
10292950143,Ioannis,Chronopoulos,1974-12-07,ioannis.chronopoulos@ygeiopolis.gr,6948309309,2019-08-30,Doctor
97191260221,Katerina,Makri,1987-01-29,katerina.makri1@ygeiopolis.gr,6921767201,2021-10-17,Doctor
66122019072,Andreas,Konstantinidis,1980-12-28,andreas.konstantinidis@ygeiopolis.gr,6987339304,2021-05-31,Doctor
53802748124,Aristeidis,Antoniou,1988-06-22,aristeidis.antoniou@ygeiopolis.gr,6911408682,2018-10-12,Doctor
29462093556,Sotiris,Mavridis,1993-05-31,sotiris.mavridis@ygeiopolis.gr,6903995297,2024-03-27,Doctor
71243658585,Christos,Panagiotidis,1978-12-31,christos.panagiotidis@ygeiopolis.gr,6942304120,2016-07-30,Doctor
61592738740,Aggeliki,Archontopoulou,1988-11-29,aggeliki.archontopoulou@ygeiopolis.gr,6999071669,2015-04-02,Doctor
24815542034,Evangelia,Mavridi,1994-12-03,evangelia.mavridi@ygeiopolis.gr,6930109567,2021-04-30,Doctor
49157955462,Paraskevi,Triantafyllou,1985-05-02,paraskevi.triantafyllou@ygeiopolis.gr,6947124760,2016-03-28,Doctor
81030683176,Konstantinos,Konstantinidis,1983-12-27,konstantinos.konstantinidis@ygeiopolis.gr,6917268080,2020-10-18,Doctor
12901507138,Markos,Eleftheriadis,1994-06-21,markos.eleftheriadis@ygeiopolis.gr,6967130735,2015-11-23,Doctor
84743621300,Eleftherios,Michailidis,1971-01-09,eleftherios.michailidis@ygeiopolis.gr,6962588576,2022-11-21,Doctor
70318053396,Foteini,Athanasiou,1989-05-08,foteini.athanasiou@ygeiopolis.gr,6974666215,2021-07-24,Doctor
27000466614,Fotios,Christodoulou,1981-07-22,fotios.christodoulou@ygeiopolis.gr,6990110797,2022-06-23,Doctor
00493881949,Sofia,Athanasiou,1996-03-28,sofia.athanasiou@ygeiopolis.gr,6953152049,2021-10-29,Doctor
76987313797,Filippos,Lamprou,1990-12-24,filippos.lamprou@ygeiopolis.gr,6966984166,2016-02-12,Doctor
40779433256,Ioannis,Karagiannis,1988-03-01,ioannis.karagiannis@ygeiopolis.gr,6938994991,2021-11-05,Doctor
14262037087,Olympia,Papadopoulou,1972-02-16,olympia.papadopoulou@ygeiopolis.gr,6921160204,2016-01-25,Doctor
99898972117,Stefanos,Michailidis,1995-05-15,stefanos.michailidis@ygeiopolis.gr,6988948018,2019-06-23,Doctor
22175883978,Aikaterini,Alexiou,1979-08-10,aikaterini.alexiou@ygeiopolis.gr,6970820048,2015-07-11,Doctor
71236914961,Athina,Spanou,1967-04-23,athina.spanou@ygeiopolis.gr,6912879429,2022-07-09,Doctor
27697040953,Kalliopi,Papadimitriou,1991-02-01,kalliopi.papadimitriou@ygeiopolis.gr,6941961560,2020-07-17,Doctor
48835651796,Theodoros,Karagiannis,1988-03-22,theodoros.karagiannis@ygeiopolis.gr,6940964966,2021-02-17,Doctor
