shift_id,staff_AMKA
21,79899488566
21,90826800907
21,91595678323
21,96706055817
22,12440293634
22,28488919949
22,39865462202
22,58696609635
22,59256297266
22,59674333849
22,67011678116
22,71826533717
22,72602925468
22,74270549857
22,75493934396
23,08384378260
23,10269395533
23,12698044665
23,14367286811
23,15969838457
23,17749542106
23,33095872383
23,36932380043
23,38133073453
23,80138716283
23,89579672461
24,01958663992
24,09070378088
24,14853331714
24,30041691053
24,38935440711
24,47048113018
24,47052031329
24,59851602119
24,90071210242
24,92788447909
24,93160898885
25,10508054914
25,20387212151
25,22191142999
25,23072487641
25,24053772908
25,57156438029
25,57804737198
25,59459211857
25,60157117132
25,61139979927
25,75169139521
26,02706875670
26,03424375391
26,04991004202
26,09841286558
26,17368385095
26,30818363293
26,39351602695
26,45323167781
26,81045734669
26,86132394564
26,91929692105
27,12874527193
27,18626713684
27,45744410769
27,51121340636
27,51199764534
27,59961143583
27,65673374570
27,70417103891
27,72366047412
27,73181560542
27,98397673887
28,05392590677
28,13363140982
28,18335974876
28,27617640404
28,31579057191
28,36510344442
28,48723858653
28,67851506688
28,70078812532
28,73544252477
28,81913505349
29,24784171594
29,29355459205
29,30105591698
29,32107883127
29,37282659338
29,50793377312
29,72205397077
29,76477090676
29,82308829586
29,91394303250
29,99514549836
30,07153784205
30,16793235393
30,33892349524
30,46472560467
30,46858639061
30,70789775542
30,70940422456
30,72176189898
30,77982402116
30,86811143306
30,99716596566
31,00748597243
31,00952242653
31,20682048109
31,22951108486
31,27490331222
31,38876766062
31,59900479412
31,61867066320
31,67754658617
31,82159773854
31,95960233159
32,04884915089
32,19612766208
32,35818217748
32,45956600301
32,46339534811
32,47837031754
32,64728617468
32,65461253606
32,75694298410
32,77544584741
32,95490294849
33,05986856977
33,07890751991
33,17192817074
33,17970566036
33,21764517702
33,22241983063
33,60912104072
33,67233104481
33,73844981213
33,77773657645
33,97207382777
34,01061445299
34,18674715203
34,22792949652
34,30846017262
34,55501935450
34,63393508243
34,64761442787
34,72094516767
34,82942034015
34,83952525207
34,93955714211
35,00363856461
35,04073730415
35,11659558594
35,27205364991
35,34760882309
35,42111754944
35,43065874488
35,50524383805
35,77170305687
35,88665948182
35,90841947855
36,02372643205
36,23725442253
36,43988442789
36,52946142620
36,59355881082
36,63720373448
36,78824265594
36,78889221007
36,82408475283
36,90922884987
36,91700343743
37,13673805203
37,16991658723
37,23622169069
37,38269285507
37,44786742802
37,70084159124
37,71251589041
37,72404347412
37,79512798312
37,79915402732
37,85711645605
38,04990967819
38,10392788881
38,15689109779
38,28562837237
38,35211896844
38,36702751005
38,43690283772
38,43871515474
38,83676074105
38,91541963511
38,98281794779
39,09355557020
39,21803966203
39,28339717856
39,35838439106
39,44184366020
39,53869479025
39,56693754024
39,64224059208
39,72655713649
39,93549210181
39,98671101877
40,04173722342
40,11588218708
40,30192209567
40,30457627451
40,40842906969
40,44180245940
40,54399942858
40,60698826486
40,74166239567
40,79327701154
40,90912375302
41,02289207459
41,10640707838
41,28246306162
41,34303101663
41,36050281640
41,41349096197
41,56340918580
41,59578127317
41,64488548753
41,84142024843
41,88408943748
42,01467093672
42,03565942992
42,08942340370
42,12387249379
42,35235611882
42,36759017791
42,52866933515
42,52951646933
42,73765547617
42,78041048667
42,85783045596
43,16674078869
43,33488933437
43,48112664971
43,61218939127
43,66932337007
43,70264062606
43,75602080192
43,85372033505
43,85819701501
43,89121397436
43,98849591260
44,05748839974
44,10819484226
44,35367577773
44,38088426723
44,73418807964
44,76341535977
44,81520895217
44,90533470474
44,91218527341
44,92066617996
44,96859380625
45,08140334050
45,11386908716
45,14290495776
45,15300751451
45,15390226247
45,15723125242
45,21348548420
45,38330614435
45,49674199160
45,62643850095
45,67512583799
46,00375398923
46,08779724792
46,10819484226
46,32358418029
46,35328617805
46,35818217748
46,51934638901
46,59256297266
46,59989625869
46,67148030073
46,96322517422
47,13511350535
47,15390226247
47,15634526362
47,29645521750
47,29917217429
47,35235611882
47,64239402690
47,73877583336
47,89384478167
47,89622068243
47,90826800907
48,10404315668
48,10640707838
48,19214749847
48,20327357125
48,30914015273
48,38935440711
48,56291796441
48,57292731868
48,70789775542
48,73173033249
48,95490294849
49,03044077811
49,23573189959
49,30491341038
49,42206185069
49,59031775690
49,59900479412
49,69296568512
49,75694298410
49,78870584168
49,82119569646
49,95030568780
50,01706794907
50,18335974876
50,23622169069
50,42330292764
50,51121340636
50,66431589016
50,72176189898
50,81405132517
50,85133117860
50,91969933530
50,92704723344
51,05347283951
51,14853331714
51,29591257349
51,33095872383
51,50680983831
51,59851602119
51,65602336165
51,70554943436
51,73447945923
51,85587552452
51,93500115461
52,06540259985
52,10508054914
52,22951108486
52,24466669483
52,39032143031
52,48044236479
52,71170648579
52,72404347412
52,91929692105
52,93987667408
52,94660490376
53,00258565337
53,05644685304
53,06611262030
53,16991658723
53,32044845677
53,37185921268
53,44058355017
53,48112664971
53,57493251149
53,58618881786
53,78889221007
54,04990967819
54,05986856977
54,25576881559
54,41349096197
54,57617073174
54,58679496383
54,73689108041
54,78626852728
54,80266914193
54,86870479666
54,97934421291
55,05270436922
55,21282193868
55,36273202227
55,42274966529
55,43871515474
55,44520302769
55,48722557856
55,51816125590
55,59916764032
55,89615738551
55,99899651181
56,08147237356
56,23072487641
56,26447893785
56,36874777407
56,44435962458
56,46472560467
56,60742990747
56,64106032675
56,64488548753
56,71487831031
56,72094516767
57,05392590677
57,28246306162
57,31154111902
57,32107883127
57,46010413135
57,51204850766
57,51455795372
57,62542926456
57,64187939789
57,75193784953
57,82159773854
58,00363856461
58,03174890304
58,04884915089
58,09409165737
58,21254341230
58,31919863708
58,40093808349
58,73544252477
58,76425507868
58,79403664016
58,98849591260
59,03565942992
59,07153784205
59,13495220940
59,23028655052
59,64523191990
59,70084159124
59,73536423570
59,77773657645
59,86965371557
59,90584968814
59,95592277641
60,05089273961
60,07077508849
60,35367577773
60,38059519484
60,38687906048
60,39865462202
60,41365329856
60,58696609635
60,66028653839
60,70873002102
60,91532425660
61,01061445299
61,01584668793
61,18674715203
61,22191142999
61,31579057191
61,36364605955
61,40837819190
61,51896225275
61,67302209941
61,88287204767
61,88601674492
62,00748597243
62,16897453714
62,28177903666
62,38118081896
62,43652405536
62,43690283772
62,44509998632
62,64742644047
62,95337684187
62,96192126974
62,98245538151
63,03161340799
63,04131667752
63,06901497110
63,14617275804
63,19360060827
63,24707926251
63,31539839122
63,53830775582
63,63289591038
63,89433276399
63,98416734785
64,01385500295
64,02520945237
64,03211535505
64,25197018158
64,56862230706
64,61646152653
64,64170053718
64,65499779178
64,67754658617
64,68576063494
64,81420438450
65,04484673322
65,20151497776
65,26679419087
65,39461212898
65,52332970493
65,55192474111
65,59578127317
65,67011678116
65,72366047412
65,75602080192
65,79633467464
66,01958663992
66,08384378260
66,08942340370
66,11588218708
66,30192209567
66,34448672288
66,35983985907
66,53811683710
66,62515759514
66,85095914504
66,88252128866
67,02875740589
67,04073730415
67,17430688116
67,19887263492
67,20753136859
67,22132041042
67,32596276223
67,74033744999
67,84287416279
67,88382567262
67,98958247733
68,27490331222
68,36018639945
68,37676874042
68,39142652012
68,40510388027
68,55261510705
68,59459211857
68,62241976878
68,85324367924
68,88623065940
68,96208347910
69,05554654268
69,06592088143
69,16793235393
69,18985664301
69,20761239612
69,21348548420
69,28339717856
69,30818363293
69,33037271862
69,88681025312
69,92324687220
70,06094175024
70,13673805203
70,20941010276
70,22462671320
70,25111903594
70,34097312206
70,53334972969
70,56425706802
70,66023515850
70,83124977367
70,90034686163
71,05048715905
71,32645257330
71,38088426723
71,42111754944
71,51668113397
71,63460191530
71,66932337007
71,73123155505
71,81372298210
71,97906085481
71,99354752112
72,13363140982
72,17989022379
72,42734497992
72,53175559289
72,53891624410
72,80022642597
72,85819701501
72,88665948182
72,91218527341
72,92066617996
72,99829075515
73,45595562168
73,51856905096
73,61768225127
73,67080897474
73,67644943632
73,77957039962
73,79725184070
73,87451202201
73,91171740034
73,91886762273
73,92766809846
74,24093986639
74,46339534811
74,51798387135
74,55283372875
74,62886887924
74,70940422456
74,79915402732
74,81246437862
74,92669370632
74,96859096459
74,99944946672
75,00402728986
75,09358201630
75,15487201240
75,15969838457
75,16457677657
75,16784340730
75,19903803514
75,61139979927
75,69427674831
75,69626168455
75,83676074105
76,14615970001
76,35006184897
76,45956600301
76,51356397489
76,53523266000
76,54044927280
76,56993136062
76,76341535977
76,81291635049
76,81752481353
76,91538602826
77,02320914016
77,02825326769
77,12440293634
77,30846017262
77,39351602695
77,49560714876
77,72452573787
77,73217503619
77,78041048667
77,89868184397
77,94128866911
78,30258534658
78,36444329691
78,37282659338
78,52824685492
78,53273551497
78,62833455735
78,65461253606
78,73420319777
78,85537304376
78,89579672461
78,90841947855
79,05033746983
79,27299043881
79,41855950837
79,44000407560
79,61025634202
79,63393508243
79,69158557490
79,73586671554
79,90984685606
79,96920666048
79,97276768777
80,04991004202
80,09662702660
80,22063186417
80,34857133996
80,42716186286
80,73844981213
80,79730294069
80,85372033505
80,90093781460
80,91700343743
80,98397673887
81,08140334050
81,29116479246
81,50793377312
81,65213835071
81,65620363444
81,68656292582
81,76475456572
81,81913505349
81,88197223996
81,88390397997
81,91511436786
82,04173722342
82,14447189395
82,21720488868
82,28639420122
82,30049992665
82,38269285507
82,49121879065
82,69022209755
82,70264062606
82,74166239567
82,86027574544
83,18466898593
83,42954496695
83,64224059208
83,66034982468
83,69430695235
83,75398913705
83,79669978420
83,80228017710
83,89121397436
83,90577204410
83,98977475944
84,12698044665
84,16204298514
84,17825601999
84,33513901430
84,42577727745
84,55102506668
84,56355842271
84,63720373448
84,77170305687
84,77405458661
84,95437766183
85,11659558594
85,11983097542
85,14367286811
85,21860032031
85,24053772908
85,44786742802
85,69390894131
85,87493916601
85,89056651837
85,91394303250
85,94410238735
86,06545259357
86,21824140817
86,28488919949
86,33892349524
86,36702751005
86,36759017791
86,64509999001
86,69834515025
86,83952525207
86,84553758268
86,86194118390
87,11239933025
87,20562019011
87,43548695212
87,44180245940
87,53869479025
87,54677205171
87,66946021246
87,69100822421
87,91086043171
87,98243780470
87,98671101877
88,05109724725
88,15952859947
88,20387212151
88,40034713171
88,52390041524
88,57804737198
88,59844408895
88,69039220269
88,76477090676
88,76810248085
88,91435294930
89,11386908716
89,54189258831
89,77982402116
89,82526990185
89,84914986099
89,85783045596
89,89484817036
89,96131525523
89,97024404310
89,97648784962
89,97704116788
90,10269395533
90,15723125242
90,20959284898
90,26184025787
90,36510344442
90,62840769539
90,77544584741
90,90152302999
90,90912375302
90,93160898885
90,98281794779
91,06540259985
91,20682048109
91,26589347597
91,27299043881
91,36205449339
91,38819011456
91,45956600301
91,57595995505
91,62241976878
91,69022209755
91,96208347910
92,05644685304
92,10740274067
92,30192209567
92,39351602695
92,48722557856
92,50680983831
92,53848111570
92,59844408895
92,65673374570
92,77957039962
92,77982402116
93,08170032762
93,09783028010
93,10508054914
93,30041691053
93,44088331838
93,63393508243
93,72655713649
93,76477090676
93,78130499504
93,89676353673
93,99354752112
94,05748839974
94,08147237356
94,12693794999
94,14615970001
94,35107651917
94,35464639897
94,38330614435
94,49121879065
94,54176755398
94,75398913705
94,96859380625
95,04131667752
95,21282193868
95,27192602611
95,64761442787
95,66899749030
95,70014413068
95,73689108041
95,89622068243
95,90152302999
95,90533470474
95,93784679087
96,12584233008
96,21860032031
96,22063186417
96,33095872383
96,37282659338
96,50927209480
96,59916764032
96,69427674831
96,70084159124
96,77706129889
96,78870584168
97,11939103829
97,13673805203
97,18626713684
97,22951108486
97,28177903666
97,30990009406
97,44215783792
97,53965974425
97,64224059208
97,90984685606
97,92531649828
98,12440293634
98,18335974876
98,33610944164
98,43065874488
98,53869479025
98,62515759514
98,70264062606
98,70554943436
98,71487831031
98,76425507868
98,98958247733
99,03857626481
99,33243629620
99,35367577773
99,47048113018
99,53830775582
99,55261510705
99,56993136062
99,69836923534
99,79403664016
99,87451202201
99,96558681900
100,11386908716
100,11659558594
100,23221091294
100,46858639061
100,53202546167
100,58522942525
100,67011678116
100,67512583799
100,86717080492
100,87493916601
100,91595678323
101,15487201240
101,24784171594
101,27205364991
101,37435670277
101,39103231866
101,42577727745
101,56862230706
101,89433276399
101,90577204410
101,97891248839
101,99899651181
102,08785710933
102,11797269999
102,24986634209
102,44520302769
102,56154731566
102,59459211857
102,61539392942
102,81246437862
102,85372033505
102,96859096459
102,98397673887
103,28639420122
103,29645521750
103,38396878842
103,39340835442
103,44267353842
103,72602925468
103,79993242024
103,80038146342
103,81372298210
103,98977475944
103,99514549836
104,10269395533
104,33488933437
104,34448672288
104,38088426723
104,45595562168
104,52824685492
104,55283372875
104,59781554260
104,67302209941
104,85095914504
104,93160898885
105,02913813014
105,05109724725
105,17825601999
105,19362526022
105,35859358035
105,39677054673
105,41349096197
105,53891624410
105,86491259497
105,93955714211
105,95616225647
106,04484673322
106,24053772908
106,56841546351
106,59674333849
106,68017703163
106,78803318361
106,81752481353
106,82070669010
106,93307811171
106,93987667408
106,95030568780
107,01707812945
107,06618756467
107,08140334050
107,35211896844
107,38269285507
107,41365329856
107,42734497992
107,57617073174
107,67233104481
107,69834515025
107,74599841337
108,16204298514
108,28453974995
108,30105591698
108,36364605955
108,40842906969
108,41572814361
108,49560714876
108,51798387135
108,67754658617
108,85133117860
108,96706055817
109,02289207459
109,04073730415
109,34857133996
109,74166239567
109,77773657645
109,81291635049
109,81520895217
109,83124977367
109,87688777925
109,89056651837
109,99002772910
110,02520945237
110,03350842431
110,10640707838
110,23573189959
110,33892349524
110,36759017791
110,39142652012
110,50848528467
110,79633467464
110,81913505349
110,89484817036
111,03565942992
111,13623347040
111,15952859947
111,43370049174
111,44180245940
111,44202248248
111,54677205171
111,69100822421
111,70098416437
111,82408475283
111,96342898760
112,02706875670
112,03044077811
112,14367286811
112,20224175616
112,22792949652
112,31919863708
112,35838439106
112,60157117132
112,64523191990
112,72094516767
112,81045734669
113,10728878072
113,42685179736
113,43963994959
113,46010413135
113,48078053833
113,59578127317
113,69390894131
113,71251589041
113,73054982438
113,75694298410
113,86497035067
114,03161340799
114,05554654268
114,17970566036
114,18465124210
114,30258534658
114,37185921268
114,40510388027
114,61139979927
114,79327701154
114,91394303250
114,91700343743
115,08853298734
115,23072487641
115,25197018158
115,27622398474
115,29917217429
115,41290759659
115,50814322987
115,78041048667
115,82119569646
115,83952525207
115,88623065940
116,00402728986
116,01061445299
116,04662750152
116,06094175024
116,20941010276
116,38687906048
116,45744410769
116,75193784953
116,86965371557
116,90093781460
116,92188352791
117,48087017086
117,53608780720
117,60698826486
117,73123155505
117,73418807964
117,74653537801
117,75493934396
117,76475456572
117,91700522918
117,98849591260
117,99716596566
118,20502549723
118,26642673512
118,26679419087
118,37327839692
118,51668113397
118,76596458766
118,79669978420
118,79730294069
118,80619499913
118,85783045596
118,89615738551
119,15723125242
119,25111903594
119,33703424447
119,59355881082
119,62787902591
119,81405132517
119,81420438450
119,88197223996
119,88382567262
119,88681025312
119,92324687220
120,06901497110
120,15300751451
120,18466898593
120,19612766208
120,50524383805
120,51856905096
120,62886887924
120,88281527873
120,88287204767
120,89384478167
120,90479865716
121,00953662195
121,14290495776
121,26819319229
121,36932380043
121,40093808349
121,44000407560
121,46339534811
121,51896225275
121,57285353399
121,82585455139
121,97704116788
122,00952242653
122,14753369524
122,19214749847
122,33037271862
122,44058355017
122,50285915658
122,50793377312
122,54044927280
122,56340918580
122,80228017710
122,91969933530
123,14599201663
123,36018639945
123,39852381828
123,42274966529
123,52328555809
123,59596560033
123,72818291278
123,75602080192
123,80151764296
123,86515902578
123,86870479666
124,06545259357
124,20619019333
124,30273228570
124,39032143031
124,39461212898
124,42111754944
124,47837031754
124,51934638901
124,54399942858
124,64488548753
124,90584968814
125,03424375391
125,04762539501
125,20959284898
125,33790294037
125,39160770040
125,67088550694
125,69480450735
125,85587552452
125,85819701501
125,91218527341
125,98433611371
126,19903803514
126,21720488868
126,24466669483
126,27617640404
126,42716186286
126,61218939127
126,66946021246
126,71776296914
126,71826533717
126,89121397436
126,92766809846
127,07890751991
127,11983097542
127,26400933396
127,28780661545
127,46202135469
127,62643850095
127,67080897474
127,82526990185
127,91171740034
127,91435294930
127,99944946672
128,09358201630
128,21764517702
128,23622169069
128,34097312206
128,53273551497
128,54736015791
128,67148030073
128,68627633283
128,92594657446
128,95960233159
128,96920666048
129,15321801130
129,16674078869
129,20039344907
129,44435962458
129,50557779174
129,51121340636
129,52946142620
129,56693754024
129,79572857595
129,86604747338
129,90922884987
130,01842933598
130,16897453714
130,23028655052
130,30049992665
130,34303101663
130,34760882309
130,37676874042
130,42206185069
130,49679146386
130,68891096196
130,82308829586
131,20327357125
131,21824140817
131,22132041042
131,29116479246
131,38876766062
131,67644943632
131,72176189898
131,73181560542
131,78824265594
131,80138716283
131,96322517422
132,01467093672
132,01706794907
132,15390226247
132,24707926251
132,31006433226
132,48723858653
132,64187939789
132,69626168455
132,79899488566
132,89868184397
132,95490294849
133,16991658723
133,24093986639
133,56846767809
133,59031775690
133,60954700603
133,66034982468
133,75983326170
133,84178376591
133,91929692105
133,92669370632
133,95337684187
134,06611262030
134,10819484226
134,18985664301
134,25576881559
134,38109794122
134,40837819190
134,58618881786
134,59802602944
134,61646152653
134,83676074105
134,98189397204
135,00258565337
135,12244418997
135,20151497776
135,28606048022
135,35328617805
135,36702751005
135,47052031329
135,63971492075
135,64509999001
135,84553758268
135,90326551327
136,01703630944
136,04484673322
136,08140334050
136,10819484226
136,19214749847
136,20327357125
136,21803966203
136,32044845677
136,49674199160
136,75694298410
136,84178376591
137,08779724792
137,15952859947
137,18674715203
137,28562837237
137,33513901430
137,44088331838
137,53355262029
137,82070669010
137,83676074105
137,93307811171
137,93784679087
138,11386908716
138,20387212151
138,35983985907
138,36627135896
138,36702751005
138,36874777407
138,37435670277
138,39677054673
138,54399942858
138,57292731868
138,85095914504
139,01958663992
139,13511350535
139,30846017262
139,44045883114
139,51668113397
139,56862230706
139,62426578963
139,67244693172
139,67302209941
139,91086043171
139,94128866911
140,04991004202
140,21282193868
140,31539839122
140,42716186286
140,52332970493
140,59674333849
140,69834515025
140,82119569646
140,91541963511
140,95490294849
140,96131525523
141,11364034848
141,14615970001
141,19226713175
141,34857133996
141,35519628222
141,38059519484
141,38133073453
141,52390041524
141,54880510933
141,59900479412
141,61867066320
142,08853298734
142,11659558594
142,12874527193
142,35006184897
142,38330614435
142,51356397489
142,73689108041
142,85819701501
142,86717080492
142,90826800907
142,95592277641
143,04884915089
143,08170032762
143,15723125242
143,20151497776
143,42206185069
143,55261510705
143,73536423570
143,80619499913
143,82308829586
143,86604747338
143,90841947855
144,01842933598
144,02706875670
144,14599201663
144,15634526362
144,40510388027
144,57156438029
144,60698826486
144,64239402690
144,81291635049
144,96192126974
144,97024404310
145,07153784205
145,10640707838
145,22462671320
145,33892349524
145,36050281640
145,60378110570
145,65461253606
145,75580309016
145,79633467464
145,88681025312
145,90071210242
146,12693794999
146,24466669483
146,28606048022
146,31919863708
146,44184366020
146,60954700603
146,61025634202
146,66028653839
146,69158557490
146,69626168455
146,83124977367
147,22792949652
147,34303101663
147,64761442787
147,73181560542
147,73481409841
147,88665948182
147,89484817036
147,93549210181
147,95437766183
147,96208347910
147,99944946672
148,06540259985
148,27490331222
148,53175559289
148,63289591038
148,63720373448
148,71170648579
148,73420319777
148,76425507868
148,92324687220
148,94660490376
148,97934421291
149,05270436922
149,39461212898
149,39852381828
149,42274966529
149,43065874488
149,44786742802
149,56291796441
149,58522942525
149,73173033249
149,76341535977
149,81641804460
150,03174890304
150,08384378260
150,12698044665
150,14622014833
150,35328617805
150,38088426723
150,43302650996
150,55102506668
150,62643850095
150,78824265594
150,91929692105
151,04450928605
151,29355459205
151,33790294037
151,39459942640
151,44058355017
151,46199539467
151,70554943436
151,71251589041
151,76810248085
151,81045734669
151,84287416279
152,27622398474
152,32596276223
152,36205449339
152,49121879065
152,50557779174
152,57804737198
152,64509999001
152,66899749030
152,69836923534
152,89622068243
152,92788447909
153,00402728986
153,02875740589
153,06545259357
153,18626713684
153,20682048109
153,27617640404
153,35211896844
153,41855950837
153,54044927280
153,74599841337
153,96322517422
154,04762539501
154,38935440711
154,46010413135
154,48722557856
154,58679496383
154,59851602119
154,64122727653
154,79730294069
154,86497035067
154,87493916601
154,88623065940
155,16674078869
155,21720488868
155,26819319229
155,34448672288
155,35107651917
155,64187939789
155,64742644047
155,72818291278
155,79899488566
155,89433276399
155,91532425660
156,03857626481
156,04131667752
156,42330292764
156,44435962458
156,52946142620
156,62840769539
156,67233104481
156,70789775542
156,79512798312
156,79572857595
156,92674876296
157,03044077811
157,27192602611
157,36510344442
157,40034713171
157,52406221559
157,53202546167
157,74033744999
157,81913505349
157,85783045596
157,86811143306
157,88408943748
158,06095806274
158,06647070385
158,19925692476
158,20039344907
158,32645257330
158,61539392942
158,70084159124
158,85372033505
158,86027574544
158,88382567262
158,91171740034
159,01706794907
159,09662702660
159,28246306162
159,30818363293
159,41365329856
159,53334972969
159,57908945896
159,67851506688
159,72094516767
159,73418807964
159,93160898885
160,02320914016
160,06094175024
160,24784171594
160,35235611882
160,39117766650
160,57595995505
160,74166239567
160,78626852728
160,95030568780
160,95337684187
160,98958247733
161,20941010276
161,30457627451
161,37185921268
161,39351602695
161,41290759659
161,46339534811
161,59961143583
161,70417103891
161,79669978420
161,80266914193
161,96859380625
162,22191142999
162,34760882309
162,39865462202
162,48044236479
162,55283372875
162,59596560033
162,71826533717
162,73561526655
162,92594657446
162,96859096459
162,98849591260
163,05644685304
163,08942340370
163,09358201630
163,13673805203
163,14290495776
163,20084842648
163,22951108486
163,34097312206
163,61768225127
163,68627633283
163,85587552452
164,03350842431
164,07890751991
164,15300751451
164,19362526022
164,26400933396
164,30491341038
164,33037271862
164,41349096197
164,50680983831
164,51934638901
164,66925529050
165,23072487641
165,26447893785
165,28453974995
165,39032143031
165,42577727745
165,46202135469
165,46600128382
165,47052031329
165,64207632713
165,78041048667
165,81372298210
166,01707812945
166,11239933025
166,14753369524
166,25111903594
166,58696609635
166,59031775690
166,59355881082
166,68576063494
166,80138716283
166,90584968814
166,90912375302
167,03969645359
167,09783028010
167,14367286811
167,14853331714
167,33095872383
167,39340835442
167,60912104072
167,73765547617
167,77706129889
167,89868184397
167,99716596566
168,00748597243
168,05392590677
168,10749161942
168,11939103829
168,38819011456
168,75493934396
168,77170305687
168,91538602826
168,92531649828
168,94410238735
168,98671101877
169,04662750152
169,12440293634
169,35838439106
169,40093808349
169,50017325900
169,54189258831
169,59802602944
169,61646152653
169,66932337007
169,70873002102
169,73217503619
170,04173722342
170,12244418997
170,18465124210
170,24093986639
170,26611584858
170,35464639897
170,35859358035
170,38118081896
170,73844981213
170,91595678323
170,98189397204
171,20224175616
171,21254341230
171,30273228570
171,30990009406
171,33243629620
171,34517392229
171,45595562168
171,46472560467
171,63393508243
171,72205397077
171,91886762273
172,11983097542
172,16784340730
172,21764517702
172,41119738818
172,53273551497
172,54288734496
172,54736015791
172,67148030073
172,70264062606
172,82585455139
172,90533470474
173,21336896008
173,25197018158
173,37282659338
173,39103231866
173,49560714876
173,66431589016
173,79049915738
173,80619022311
173,88252128866
173,96298056820
173,99899651181
174,04073730415
174,05748839974
174,09264070308
174,20959284898
174,48078053833
174,48967808264
174,55192474111
174,63712063175
174,76477090676
174,77773657645
174,88287204767
175,07077508849
175,27205364991
175,31579057191
175,38269285507
175,42024350947
175,49679146386
175,59989625869
175,65499779178
175,70940422456
175,85324367924
175,98243780470
176,28780661545
176,36759017791
176,71487831031
176,72655713649
176,73586671554
176,76475456572
176,78130499504
176,86515902578
176,89579672461
176,90417282076
176,95960233159
177,01012789695
177,05347283951
177,25576881559
177,28639420122
177,35818217748
177,44000407560
177,44202248248
177,50285915658
177,53608780720
177,78870584168
177,88197223996
178,09409165737
178,10392788881
178,19887263492
178,39142652012
178,49864786862
178,50842324234
178,55501935450
178,72176189898
178,72366047412
178,82526990185
178,90152302999
179,00305661995
179,18325276252
179,28339717856
179,28488919949
179,43963994959
179,53891624410
179,62787902591
179,63460191530
179,88281527873
179,91700522918
179,93987667408
180,10404315668
180,28177903666
180,29645521750
180,33610944164
180,44267353842
180,51455795372
180,61218939127
180,69390894131
180,85711645605
180,91141600916
180,96558681900
181,13623347040
181,20941010276
181,26819319229
181,43963994959
181,51896225275
181,61139979927
181,62426578963
181,73123155505
181,86132394564
181,90417282076
181,91394303250
182,06095806274
182,11364034848
182,23622169069
182,24093986639
182,25111903594
