AMKA,first_name,last_name,fathers_name,date_of_birth,gender,weight,height,phone_number,email,address,occupation,nationality,insurance_provider
38251172303,Katerina,Triantafyllou,Leonidas,1949-10-08,F,78,190,6982172633,katerina.triantafyllou@ygeiopolis.gr,"Pireos 4, Athens",Engineer,DE,EOPYY
35215267371,Theodora,Triantafyllou,Giannis,2018-11-07,F,75,188,6970686864,theodora.triantafyllou1@ygeiopolis.gr,"Omirou 80, Athens",Doctor,GR,EOPYY
01409507151,Margarita,Papageorgiou,Thomas,1969-08-29,F,\N,\N,6932304772,margarita.papageorgiou@ygeiopolis.gr,"Pireos 165, Athens",Retired,GB,Interamerican
43493635680,Fotios,Makris,Fotios,1963-04-03,M,63,\N,6977934724,fotios.makris@ygeiopolis.gr,"Syngrou 126, Athens",Student,GR,Interamerican
48262773312,Filippos,Tsakalidis,Fotios,1995-01-30,M,77,179,6912876634,filippos.tsakalidis@ygeiopolis.gr,"Kifissias 88, Athens",Engineer,GR,EOPYY
84547050057,Markos,Chatzidakis,Ilias,2002-01-23,M,130,161,6980766487,markos.chatzidakis1@ygeiopolis.gr,"Mesogeion 112, Athens",Clerk,GR,EOPYY
53417654614,Margarita,Stamatiou,Christos,2016-07-07,F,128,170,6991014739,margarita.stamatiou@ygeiopolis.gr,"Syngrou 65, Athens",Teacher,GR,MetLife
89229064199,Vasilis,Vlachopoulos,Thomas,1956-11-04,M,98,185,6958402937,vasilis.vlachopoulos@ygeiopolis.gr,"Mesogeion 34, Athens",Doctor,GR,Ethniki
88800300537,Margarita,Konstantinidi,Michalis,1977-02-05,F,\N,154,6986872203,margarita.konstantinidi@ygeiopolis.gr,"Solonos 196, Athens",Engineer,BG,EOPYY
58349263898,Theodora,Makri,Athanasios,1981-08-26,F,112,179,6995591092,theodora.makri@ygeiopolis.gr,"Omirou 39, Athens",Farmer,GR,Ethniki
61499094167,Michalis,Diamantis,Sotiris,1974-07-26,M,55,185,6920279891,michalis.diamantis@ygeiopolis.gr,"Vouliagmenis 31, Athens",Student,CY,Generali
70197435752,Nikos,Tsakalidis,Georgios,1966-05-17,Other,\N,191,6955568084,nikos.tsakalidis1@ygeiopolis.gr,"Syngrou 29, Athens",Doctor,GB,EOPYY
72446095772,Dimitris,Petridis,Eleftherios,1950-03-23,M,130,151,6987747630,dimitris.petridis@ygeiopolis.gr,"Vouliagmenis 25, Athens",Clerk,GR,Ethniki
97573368287,Giannis,Spanos,Leonidas,1991-06-12,M,91,\N,6975552586,giannis.spanos@ygeiopolis.gr,"Kifissias 196, Athens",Clerk,CY,Interamerican
44704145056,Evangelos,Papadimitriou,Vasilis,2006-05-08,M,70,178,6970695118,evangelos.papadimitriou@ygeiopolis.gr,"Omirou 94, Athens",Teacher,GB,Interamerican
04890985927,Vasilis,Antoniou,Evangelos,2016-06-16,M,111,163,6936947493,vasilis.antoniou@ygeiopolis.gr,"Ermou 130, Athens",Student,BG,Interamerican
02845958769,Anastasios,Karamanlis,Markos,1996-07-28,M,71,183,6991268130,anastasios.karamanlis@ygeiopolis.gr,"Ermou 177, Athens",Lawyer,DE,EOPYY
55711627435,Theodoros,Ioannidis,Eleftherios,2016-02-28,M,126,152,6992863270,theodoros.ioannidis@ygeiopolis.gr,"Akadimias 135, Athens",Driver,GR,EOPYY
35641629870,Thomas,Makris,Spyros,1952-07-25,M,130,182,6952151435,thomas.makris@ygeiopolis.gr,"Alexandras 12, Athens",Teacher,BG,EOPYY
58927523408,Maria,Vasileiou,Dimitris,1981-04-01,F,116,\N,6956833555,maria.vasileiou@ygeiopolis.gr,"Athinas 40, Athens",Doctor,GR,Allianz
75017505665,Filippos,Athanasiou,Sotiris,1955-03-27,M,66,152,6989906586,filippos.athanasiou@ygeiopolis.gr,"Vasilissis Sofias 62, Athens",Chef,BG,EOPYY
42028612232,Alexandros,Georgiou,Pavlos,1975-09-09,M,81,159,6914024542,alexandros.georgiou@ygeiopolis.gr,"Panepistimiou 177, Athens",Driver,GR,MetLife
09791353295,Stefanos,Lazaridis,Thomas,1938-01-23,M,113,188,6917629484,stefanos.lazaridis@ygeiopolis.gr,"Omirou 117, Athens",Doctor,BG,Interamerican
73629245989,Theodora,Nikolaidi,Kyriakos,1983-02-22,F,65,160,6973824382,theodora.nikolaidi1@ygeiopolis.gr,"Syngrou 58, Athens",Teacher,GR,Interamerican
40144124522,Maria,Diamanti,Michalis,1972-06-01,F,80,160,6945670893,maria.diamanti@ygeiopolis.gr,"Ermou 158, Athens",Chef,GR,Uninsured
19053094587,Paraskevi,Tsoukala,Leonidas,1992-12-12,F,116,154,6908257232,paraskevi.tsoukala@ygeiopolis.gr,"Syngrou 112, Athens",Farmer,GR,EOPYY
41105562412,Margarita,Michailidi,Pavlos,1987-06-10,F,76,167,6976809405,margarita.michailidi1@ygeiopolis.gr,"Akadimias 74, Athens",Chef,AL,Generali
30953122526,Pavlos,Alexiou,Kyriakos,2000-08-22,M,125,164,6947870676,pavlos.alexiou@ygeiopolis.gr,"Patision 120, Athens",Student,GR,EOPYY
18749004491,Anastasia,Dimitriou,Konstantinos,1951-03-19,F,47,176,6907231492,anastasia.dimitriou@ygeiopolis.gr,"Vasilissis Sofias 15, Athens",Engineer,GR,MetLife
41483515609,Stavroula,Konstantinidi,Andreas,1993-11-12,F,87,155,6942770215,stavroula.konstantinidi@ygeiopolis.gr,"Solonos 182, Athens",Farmer,DE,Interamerican
07250845240,Dimitra,Chatzidaki,Fotios,1976-02-20,F,\N,\N,6960969253,dimitra.chatzidaki1@ygeiopolis.gr,"Solonos 150, Athens",Farmer,AL,EOPYY
92288741594,Ioanna,Konstantinidi,Michalis,1969-07-06,F,76,195,6954345026,ioanna.konstantinidi@ygeiopolis.gr,"Kifissias 161, Athens",Doctor,GR,Uninsured
81070824089,Ioanna,Bakogianni,Petros,1954-04-14,F,76,174,6951331579,ioanna.bakogianni@ygeiopolis.gr,"Stadiou 182, Athens",Driver,GR,Allianz
67360863339,Margarita,Papageorgiou,Leonidas,1971-12-11,F,128,\N,6906667605,margarita.papageorgiou1@ygeiopolis.gr,"Omirou 13, Athens",Retired,GR,Allianz
99412436160,Aikaterini,Nikolaidi,Giannis,1992-01-06,F,84,184,6929990761,aikaterini.nikolaidi1@ygeiopolis.gr,"Panepistimiou 106, Athens",Chef,GR,Uninsured
75229508386,Sofia,Lazaridi,Vasilis,2022-02-28,F,92,199,6990367486,sofia.lazaridi2@ygeiopolis.gr,"Athinas 84, Athens",Lawyer,CY,Interamerican
37810103208,Alexandra,Vlachopoulou,Stefanos,2011-09-18,F,113,172,6941609909,alexandra.vlachopoulou2@ygeiopolis.gr,"Stadiou 103, Athens",Lawyer,CY,Eurolife
28465592189,Thomas,Vlachopoulos,Thomas,1996-12-04,M,122,184,6988649933,thomas.vlachopoulos@ygeiopolis.gr,"Patision 46, Athens",Chef,BG,Generali
08575379476,Eleni,Tsoukala,Ioannis,1957-09-30,F,107,200,6918342900,eleni.tsoukala@ygeiopolis.gr,"Alexandras 41, Athens",Driver,GR,MetLife
58978242565,Thomas,Triantafyllou,Georgios,1975-10-26,M,115,183,6993854044,thomas.triantafyllou@ygeiopolis.gr,"Solonos 51, Athens",Retired,GR,EOPYY
78601508334,Alexandra,Oikonomou,Sotiris,1952-10-04,F,108,156,6912982945,alexandra.oikonomou@ygeiopolis.gr,"Vasilissis Sofias 167, Athens",Student,GR,Allianz
03673361424,Aggeliki,Antoniou,Athanasios,1983-01-18,F,110,200,6915163295,aggeliki.antoniou@ygeiopolis.gr,"Athinas 177, Athens",Doctor,AL,EOPYY
30614601741,Anastasios,Papageorgiou,Thomas,1971-12-13,M,121,177,6940009256,anastasios.papageorgiou@ygeiopolis.gr,"Omirou 33, Athens",Clerk,GR,Uninsured
52936756275,Leonidas,Triantafyllou,Evangelos,1957-01-15,M,90,175,6954034989,leonidas.triantafyllou1@ygeiopolis.gr,"Pireos 77, Athens",Farmer,GB,Eurolife
01876927043,Christina,Tsoukala,Antonis,1979-06-28,F,\N,189,6952871583,christina.tsoukala1@ygeiopolis.gr,"Ermou 170, Athens",Student,GR,EOPYY
27247711578,Vasilis,Athanasiou,Vasilis,1984-06-14,M,105,165,6978156162,vasilis.athanasiou@ygeiopolis.gr,"Ermou 136, Athens",Teacher,BG,EOPYY
76867071671,Georgios,Athanasiou,Athanasios,1968-02-23,Other,85,188,6989579257,georgios.athanasiou@ygeiopolis.gr,"Syngrou 15, Athens",Clerk,CY,EOPYY
15582218195,Pinelopi,Dimitriou,Kyriakos,2017-10-24,F,59,200,6919070677,pinelopi.dimitriou@ygeiopolis.gr,"Omirou 101, Athens",Doctor,GB,EOPYY
03170568258,Kyriakos,Papageorgiou,Theodoros,2007-10-09,M,110,164,6901435456,kyriakos.papageorgiou@ygeiopolis.gr,"Kifissias 129, Athens",Farmer,AL,Eurolife
74350697820,Dimitra,Vasileiou,Ioannis,1973-09-16,F,69,188,6987211203,dimitra.vasileiou@ygeiopolis.gr,"Solonos 11, Athens",Clerk,GR,MetLife
40054680131,Stefanos,Angelopoulos,Athanasios,1951-10-18,Other,89,171,6933605743,stefanos.angelopoulos@ygeiopolis.gr,"Vouliagmenis 162, Athens",Driver,GR,EOPYY
92059483609,Pavlos,Spanos,Nikos,1936-07-19,M,71,173,6916801153,pavlos.spanos@ygeiopolis.gr,"Pireos 51, Athens",Doctor,GR,MetLife
04970464855,Alexandra,Alexiou,Christos,1993-05-29,F,117,162,6969324057,alexandra.alexiou1@ygeiopolis.gr,"Vouliagmenis 26, Athens",Student,GR,EOPYY
